first_name,last_name,email,phone,date_of_birth,annual_income,net_worth,onboarding_date,country_id,risk_profile_id
David,Gibbs,abartlett@example.net,8909854643,1989-06-03,6894198,49310786,2023-04-20,14,3
John,Hudson,connie30@example.org,5548881153,1974-10-07,13407814,66536069,2021-05-11,16,2
Christopher,Edwards,thomashannah@example.com,0272386997,1951-04-22,10587236,22149739,2020-02-10,21,2
Kelly,Brown,moorerobert@example.org,3451132504,1958-10-27,7989695,25573867,2024-02-23,20,2
Sarah,Harris,coffeyaimee@example.com,0575110673,1991-01-04,29084465,166992844,2023-01-16,13,1
Wayne,Marquez,kevin29@example.com,5017733563,1986-11-01,11827956,50476600,2021-03-13,20,3
Ruth,Washington,john04@example.org,2056925388,1997-12-04,11652330,49065126,2021-02-22,21,1
Jerome,Key,shawkim@example.org,5050047035,1968-10-18,19481074,85108813,2024-06-28,20,2
Micheal,Best,zgrant@example.net,0117853100,1999-08-31,32396609,599033109,2023-12-17,21,4
Victoria,Patton,raymond38@example.net,0093150897,1998-09-26,4923159,30318209,2021-01-04,21,2
John,Allen,ariel06@example.net,0021091182,2003-05-08,7542026,139094388,2022-10-23,18,4
Sean,Vasquez,jasminewalker@example.org,0819928215,1991-12-30,8120610,33493070,2021-01-05,21,4
Priscilla,Huffman,whiteheadcharles@example.net,0022492312,1959-11-12,6376311,36202759,2022-01-27,19,3
Catherine,White,millersara@example.org,9804995331,1978-07-18,20371330,156049054,2025-01-13,18,3
Bailey,Morris,angelaanderson@example.org,3955180893,1993-11-13,9132462,117505808,2022-06-16,19,3
Allison,Thomas,deborahgonzalez@example.org,6763815968,1978-11-20,17207149,230327877,2020-04-10,18,2
Steven,Wright,timothy97@example.net,4888159088,1980-06-28,34927959,356124262,2020-08-29,13,1
Jose,Green,vkennedy@example.com,0290842952,1977-04-29,7369837,146820284,2026-03-31,12,1
Vanessa,Moore,justinkirby@example.org,6974494197,1981-08-13,6239863,64663083,2024-08-31,18,1
Evelyn,Conway,kingjennifer@example.com,3572610872,1964-11-01,22254398,421395958,2023-09-06,14,1
Justin,Hamilton,cannonjoseph@example.org,5487424473,1977-04-05,15830556,286776345,2025-02-09,21,4
Maureen,Bradford,mary48@example.org,8459422692,1976-06-26,10218263,94439393,2023-12-03,13,2
Roger,Garcia,andrewspamela@example.org,3818301624,1992-12-11,8081237,134549020,2025-04-07,14,1
Jessica,Collins,lydiafitzgerald@example.net,9957208762,1998-08-26,8452132,65329996,2026-04-14,12,3
Laura,Allen,lonnie44@example.net,7107771171,1966-08-16,10295000,132158768,2024-03-20,16,1
Paula,Sims,ryan75@example.org,3732754835,1972-09-21,16932565,329042192,2020-06-16,14,2
Brittany,Perez,sruiz@example.net,6747121409,1958-08-12,3988172,51511058,2022-05-24,12,1
Robert,Hill,zbrown@example.org,1185213190,2000-06-14,4710573,93113166,2021-09-28,17,1
Jeffrey,Lowery,jamescollins@example.net,3727628538,1977-04-16,4475350,35100797,2023-07-25,16,4
Nicole,Gonzalez,rshaw@example.com,5126630393,1998-11-07,13858932,107595138,2024-10-08,17,1
James,Rodriguez,meghan87@example.com,6750924629,1954-12-12,8918290,39822891,2024-06-19,18,2
Lisa,Jackson,sally28@example.org,8572971283,2003-01-04,15962634,109271741,2026-06-13,13,4
Andrew,Moore,henry52@example.com,6374427767,1978-03-21,11794566,78129314,2024-05-05,13,1
Elizabeth,Mejia,diana95@example.org,5002212613,1996-01-31,12792844,175051038,2021-02-12,16,4
Mary,Chaney,keithjohnson@example.org,0046070431,1968-05-28,12097294,221846836,2026-06-04,15,3
Kelly,Haynes,christopherferguson@example.org,0568280271,1983-09-11,13672573,30376054,2025-05-03,19,4
Kim,Ware,wreed@example.com,3918188815,1956-07-25,19970415,255229648,2026-06-19,16,1
Paul,Gay,elizabethbell@example.org,5425334431,1988-06-01,10645527,104051966,2025-04-21,19,3
Matthew,Manning,kimkevin@example.com,4629901419,1995-07-26,10506675,127480085,2019-10-09,21,1
Kevin,Smith,john41@example.org,6178619074,1966-05-10,14607274,222028668,2020-01-11,14,4
Christopher,Rivera,john56@example.net,3475734888,1997-02-07,22043287,45210369,2025-07-13,19,2
Michael,Mendez,angela94@example.net,2051972751,1993-12-12,8218758,72497307,2026-05-18,13,3
Andrew,Dennis,nicole57@example.net,5823724407,1983-12-07,6354071,24295339,2025-04-09,14,3
Rita,Rivera,holly10@example.net,7772435090,2001-11-17,10662275,191694284,2022-12-12,19,4
Mark,Cox,stonebenjamin@example.org,6113655228,1971-01-20,22291399,365741825,2021-10-22,12,2
Michael,Shelton,xgreene@example.org,0193549677,1956-01-16,25248665,503455626,2022-09-11,20,1
Lisa,Perry,melissadecker@example.org,0790440105,1951-03-13,39937887,701019806,2019-07-21,16,3
Christian,Gamble,olsongary@example.net,7932245993,1969-10-11,10652095,201082840,2024-06-29,14,1
William,Whitehead,jennifer23@example.org,5198053627,1986-05-03,32650559,646065554,2023-01-16,18,1
Kristopher,Johnson,daleosborn@example.org,5249410915,1992-02-25,5218158,58411769,2023-10-04,12,4
Henry,Mclaughlin,fpope@example.org,1762135116,1984-01-14,7695308,36386161,2022-02-27,15,3
Donald,Collier,emilyhenson@example.net,2522001913,1992-06-08,5505567,56498451,2025-06-23,21,4
Christopher,Wright,alicia16@example.net,4439112160,1999-10-15,26131718,257955407,2021-07-15,16,2
Susan,Fox,michaelfisher@example.org,2374799752,1971-07-13,3837641,45911863,2021-03-14,17,1
Kevin,Calderon,sandovalbenjamin@example.org,3183049222,1999-01-26,13022565,227011819,2024-08-23,19,2
Tyler,Reyes,anthonychambers@example.com,0929387516,1971-07-06,28698251,127499079,2019-10-12,21,1
Margaret,Ryan,juarezgary@example.org,0937018895,1951-11-10,13797085,219350491,2024-11-17,21,2
James,Morris,william35@example.com,2912353034,1955-03-18,17970278,219329464,2025-01-04,20,2
Sara,Johnson,tdunn@example.com,0087742666,2002-06-13,6701426,129356503,2025-09-01,13,4
Tommy,Conley,michael58@example.net,3565933161,2003-12-13,44667988,799961937,2026-04-27,12,4
Patrick,Smith,elizabethbrown@example.net,6371905947,1972-12-10,18575626,61935404,2025-03-16,15,2
Cameron,Roth,halegina@example.com,5086196998,1959-10-31,32491931,267550182,2024-01-10,13,3
Tricia,Graves,traceycox@example.com,1419541775,1950-08-26,30416904,198155415,2024-04-08,12,2
Jeffery,Burnett,ureid@example.org,9551775738,1983-08-11,14046271,145391526,2022-02-21,14,1
Paige,Gross,david49@example.net,9109002036,1984-04-21,12258959,226198325,2020-03-21,20,4
Keith,Lindsey,anthonywalker@example.net,4074974285,1973-12-04,25526052,385328449,2023-01-29,13,4
Robin,Gonzales,trevinojennifer@example.org,8668373049,1958-04-18,7574683,49248368,2024-10-05,17,1
Christina,Anderson,andersonshannon@example.net,7336376015,1993-05-27,19488402,216478706,2021-11-30,14,3
Daniel,Perez,george14@example.net,3329435093,1992-09-13,10051824,182345228,2020-07-15,14,1
Kayla,Miller,shudson@example.com,6257259610,1951-09-20,18917812,213797743,2021-08-23,15,4
James,Bennett,gabrielle47@example.net,7716871660,1970-08-07,6465279,35302909,2019-11-16,18,2
Jonathan,Jimenez,richardshenry@example.org,3693044438,1989-02-26,17952949,48753425,2020-08-07,21,2
Christopher,Johnson,mayereric@example.com,7722644710,1978-06-01,12851071,109363159,2025-04-23,16,2
Christina,Doyle,daniel87@example.com,0906696497,1993-09-25,8176595,61745008,2020-11-18,12,1
Chad,Smith,jaredmoreno@example.org,2504757798,1974-01-19,8404020,86877523,2021-02-21,16,2
David,Bailey,gholt@example.com,9485920653,1968-12-17,11610825,73462813,2025-07-08,20,1
Katherine,Jackson,james56@example.net,8845920958,1979-07-25,15434935,105251442,2026-01-06,15,1
Christopher,Ayala,joshua87@example.org,4671855762,1997-07-17,18197196,129376759,2020-02-17,16,1
Aaron,Hudson,ythomas@example.com,1208173743,1954-01-14,11065115,69476577,2021-08-05,21,2
Frank,Holland,christine92@example.com,3051911319,1955-01-18,15972631,144589045,2021-11-19,21,3
Denise,Newton,rickycaldwell@example.net,7380370848,1980-10-07,9444555,87288314,2023-01-12,12,4
Michele,Galvan,smithkristina@example.net,0673764114,1989-11-05,8685019,81852597,2024-08-28,19,4
Melissa,Ramirez,melissavillanueva@example.com,2352946088,1989-08-13,31571633,576767325,2020-01-19,18,2
Debra,Johnson,michaeldavis@example.com,0167510841,1988-11-08,7697035,128939036,2020-06-23,15,1
Linda,Green,ymiller@example.org,9685675002,1953-03-07,3926472,55343914,2020-07-05,16,2
Valerie,Williams,eric73@example.com,3977106881,1963-04-10,12961418,147220898,2024-09-13,18,4
Matthew,Cannon,andersonjeffrey@example.net,2324926692,1990-05-21,7330481,36387307,2023-12-09,12,3
Bianca,Evans,kellybutler@example.net,3081671046,1968-06-08,8021838,62075995,2025-02-09,21,3
Charles,Terry,manndiana@example.com,2172085179,1974-03-24,10125445,85513590,2020-01-01,14,4
Timothy,Summers,katelynkaufman@example.org,7880331613,1956-09-07,4542187,75404337,2026-06-07,12,2
Michael,Owen,mark07@example.org,9780568972,1972-03-17,11102571,86322251,2020-09-05,20,4
Kathryn,Glass,cmorgan@example.com,0292159948,1970-09-16,8046451,135969792,2026-06-22,18,4
Steven,Benson,kristendixon@example.net,2063733406,1994-05-24,10171176,38701876,2025-05-23,20,2
Lance,Cordova,daniellejackson@example.com,8150927818,1970-11-07,23565285,468228283,2024-09-07,21,4
Andre,Greene,blakesherry@example.org,5035682718,1957-08-07,11963753,63195605,2025-09-27,15,3
Erica,Foster,paula26@example.net,8580700707,1972-06-02,15111262,153119905,2024-08-11,18,2
Katherine,Greene,turnerchristopher@example.net,9131722685,1993-09-17,24105598,452483520,2024-07-25,13,3
Christian,Patel,mendozamaria@example.com,4775827708,1999-04-13,24185419,412120524,2022-02-03,18,2
Christine,Bradshaw,kylie36@example.net,7771277002,1974-06-16,24707734,140654496,2020-01-10,19,3
Bryan,Randall,pshah@example.net,1738965109,1972-09-11,14708973,57110586,2022-06-04,15,3
Stephen,Schroeder,smithdavid@example.org,9966234319,2000-09-23,3660762,56093567,2024-09-03,19,4
Eugene,Hoffman,macosta@example.com,4284114973,1986-12-29,5609288,95039881,2021-08-20,18,4
Tiffany,Morrison,williammelendez@example.com,9377917401,1952-11-18,28457274,115029109,2020-10-13,15,2
Jason,Robinson,stewartcolleen@example.org,9515647490,1996-02-01,12893415,248807641,2021-07-16,19,2
Amanda,Lee,mooreconnie@example.com,3431562474,2003-06-04,3167408,42048889,2022-07-19,18,2
Matthew,Carr,mary30@example.org,2310169643,1957-12-12,6797943,80692172,2020-04-10,18,4
Lisa,Nash,joshua33@example.org,0966625704,1969-04-10,11805501,63116789,2021-10-15,14,1
Jasmine,Stein,philip34@example.org,8216461546,1992-03-28,11609185,212036903,2021-02-20,14,4
Randy,Williams,higginsemma@example.org,9491424810,1961-05-29,6329717,85925053,2021-11-09,19,3
Crystal,Nguyen,thomas61@example.org,1802640709,1975-05-20,38852020,390567880,2024-03-26,15,2
Erin,Huang,aliciawilliams@example.com,4406103063,1973-03-25,21235758,199732774,2019-12-23,21,1
April,Tran,angeladavis@example.com,5779822119,1991-01-16,17607246,246822295,2021-03-08,13,1
Katherine,Mitchell,albert16@example.com,0077429089,2000-03-30,12208756,81865450,2023-03-01,17,4
John,Petty,atkinsonashley@example.net,8061966059,1957-04-13,12634309,186459374,2025-07-29,19,4
Leah,Thomas,wgarner@example.org,9492666659,1984-02-08,6938633,34533667,2025-06-19,16,3
David,Martinez,yhopkins@example.com,3776686530,1957-05-16,9390600,171842876,2022-12-27,17,1
Joshua,Hill,smithjeffery@example.com,9915944377,1982-12-22,5316400,31022981,2023-10-08,19,2
Bradley,Williamson,ymueller@example.org,0138815662,1980-04-26,23367197,217247392,2025-03-18,16,4
Tammy,Bryant,tchavez@example.net,8203696451,1968-08-14,11762192,47649967,2019-09-27,13,1
Linda,Robbins,markbaker@example.org,8154982666,1988-09-16,13331234,266448054,2023-08-26,19,2
Amy,Boone,escobarkimberly@example.com,1251668272,1993-07-16,15796019,194655899,2026-04-26,21,4
Susan,Martin,yolandamiddleton@example.com,0819033803,2000-03-09,23516628,426837851,2022-04-13,18,3
Nancy,Warren,hmoses@example.net,2551688276,1956-05-11,16303697,84990568,2024-05-26,14,2
Richard,White,marcuswong@example.org,6351836042,1969-08-03,7818374,45700147,2024-10-13,12,1
Denise,Parks,joshuapage@example.org,3093392486,1978-11-16,16774286,311408836,2020-04-19,13,1
Roberta,Smith,echaney@example.org,3252924464,1983-07-18,24555594,183270495,2025-05-15,16,3
Andrew,Ross,brendan10@example.org,2054696933,1966-04-10,7654026,128505153,2025-05-13,18,4
Mitchell,Hernandez,ramirezroger@example.net,4541662827,1969-05-11,25134748,334749686,2026-03-16,15,1
Crystal,Hines,davidchambers@example.org,4224249956,1990-09-15,12549446,104724422,2022-07-03,21,2
Laura,Greer,anthonymcmillan@example.net,4227437185,1952-08-31,26908684,463646681,2022-10-13,20,2
John,Benitez,ramirezderek@example.org,8198120551,1968-06-11,10431300,74846566,2023-07-14,13,1
Shaun,Young,fwilliams@example.net,9537857254,1990-02-16,9426599,159708481,2020-07-29,15,2
Jeffrey,Nguyen,rodgersbriana@example.com,9691887279,1984-07-23,22699343,441908182,2021-04-23,16,3
Christopher,Lopez,kathleen18@example.com,4646632025,1956-10-18,18398131,44970156,2023-04-19,20,2
Dana,Rodriguez,jason81@example.com,4143098624,1976-12-24,13362975,180299498,2026-06-14,16,1
Brandon,Mata,heatherwilliams@example.com,8300636551,1973-04-20,7237474,88985923,2019-10-31,17,1
Veronica,Mccann,pacosta@example.com,8782916719,1967-05-17,13197921,54591460,2025-03-05,17,4
Gina,Giles,davidhobbs@example.com,7780658507,1971-10-09,13536958,230668942,2024-11-14,14,1
Michael,Weeks,isummers@example.com,1630166302,1983-10-11,9213539,22498975,2022-05-09,14,3
Lori,Watkins,tina26@example.net,8161639300,2000-07-14,44375750,286614174,2019-12-30,21,2
Amy,Garcia,stoutandrew@example.org,7054360985,1957-01-19,9406170,180943138,2026-05-07,13,2
Linda,Hanna,jwarner@example.org,2031607885,1999-03-23,6608973,100725927,2022-07-06,15,2
Alicia,Davis,laurentaylor@example.org,3157724404,1976-01-20,50000000,816992404,2021-03-21,14,1
Philip,Young,imoore@example.org,6555342515,1953-04-06,6442568,57791552,2024-08-15,16,1
Ronald,Colon,grahamjack@example.net,0720467570,1990-10-06,6474345,113583543,2022-07-13,15,2
Ryan,Ramirez,josephvaldez@example.com,8711750734,1958-02-18,10954394,57121583,2020-09-23,19,3
Todd,Skinner,williamwatson@example.net,5956313472,1961-10-14,21044921,215985414,2021-06-16,21,2
Matthew,Moore,clarkmatthew@example.com,2813320260,1955-08-28,12654502,119073721,2024-02-22,21,3
Tina,Roth,mendezdaniel@example.net,9421767555,1956-01-07,6768307,54501062,2023-08-07,17,3
Kimberly,Greene,annettemartinez@example.org,4145100323,1952-03-04,29404071,325390265,2020-01-11,20,2
Deanna,Perkins,wardlinda@example.com,5344703654,1955-05-19,6377001,124156913,2024-08-18,12,2
Kathryn,Jones,mgardner@example.org,1945739404,1975-02-27,9190713,123200839,2022-12-02,15,2
Glenn,Nelson,christianavery@example.com,6691423877,1951-07-07,28424658,368191530,2024-03-19,18,4
Monique,Dyer,phelpsrobert@example.net,6267277907,1978-07-12,12526882,55796059,2025-05-29,20,4
Mark,Lee,williamkennedy@example.com,3321394792,1951-09-01,2997021,45472466,2021-11-20,18,2
Laura,Williams,joyce69@example.com,4123010867,1957-04-08,18390983,147648856,2024-10-04,20,4
William,Johnson,margaret93@example.net,9851936050,1999-09-14,7043440,35852419,2019-08-29,13,3
Hannah,Walker,mcintoshtyler@example.com,5930123550,1957-04-23,33285228,232245553,2021-05-15,18,3
Audrey,Nichols,aaron00@example.com,3838368528,1996-05-23,14118491,111798108,2019-09-17,13,2
Tamara,Estrada,clarkwilliam@example.net,6959804520,1988-11-11,6431816,56164922,2021-08-19,16,1
Christopher,Hull,jesse63@example.org,2314825034,1982-12-04,10016058,112743839,2020-07-09,12,2
Timothy,Ingram,robertsonjessica@example.com,6561570775,1959-01-18,13891740,187356884,2022-06-15,20,2
Kathleen,Acevedo,durhammichele@example.net,4560521699,1976-07-12,33011461,386309730,2022-07-02,20,1
Austin,Lee,ggraves@example.com,4316147537,1961-08-17,9407032,46789777,2023-11-21,12,1
Ryan,Hayes,carlwright@example.net,4267096610,1986-12-13,14454750,201256878,2024-10-04,17,4
Samuel,Cox,kenneth40@example.net,0845940813,1968-12-31,13582636,103245137,2021-04-01,16,4
Barry,Rice,blucas@example.org,5473228076,1990-04-08,11755408,154543239,2025-05-01,17,2
George,Jones,robinsonian@example.org,8785808524,1972-08-16,9706206,44496157,2021-11-30,15,3
Justin,Torres,melissafry@example.org,0242049836,1989-05-22,22858813,425730472,2020-12-16,21,4
Carla,Murphy,kelsey46@example.net,9971025988,1954-08-16,8267647,126260518,2022-03-26,14,3
Gabriel,Simpson,kara69@example.org,9293269744,1958-10-04,30105543,402623903,2022-12-31,17,4
Tracey,Hayes,tonivelez@example.com,4786610403,1992-05-04,5011971,77223625,2022-10-25,17,2
Anne,Carlson,kari35@example.net,0862901661,1974-03-01,11096848,123739018,2025-03-05,17,3
Katherine,Jefferson,debra42@example.net,8408861605,1979-10-15,15024975,89455504,2026-03-08,12,2
Samantha,Mckinney,mcfarlandwilliam@example.net,1381800858,1973-07-06,7929397,79037781,2021-01-06,19,4
Matthew,Mcintyre,randallpedro@example.net,9525722595,1991-02-23,7091531,134412656,2023-08-03,17,1
Jerry,White,whitney55@example.com,1712190912,1977-10-17,6017307,40363209,2026-01-07,15,3
Anthony,English,kevans@example.org,7517972972,1992-09-21,17358438,256115172,2024-09-06,12,3
Jason,Nielsen,lindsay23@example.net,4599350281,1965-03-15,7699950,47771510,2019-12-01,19,3
Jim,Norton,kayleehayes@example.org,5508227032,1996-10-01,22340592,243576693,2024-01-19,18,3
Emily,Snyder,melinda72@example.com,1191289601,1951-07-15,5067036,25647864,2022-09-16,15,1
Joshua,Reid,johnsonkimberly@example.net,7284570868,1958-08-18,18783078,322962200,2021-05-19,19,1
Lisa,Vega,christopher75@example.com,3347394018,1954-12-09,12723429,96220842,2024-01-13,21,3
Ryan,Alvarez,john52@example.com,0098727535,1978-01-13,13827499,200169279,2022-12-17,18,2
David,Clarke,josephrosario@example.org,0401531473,1964-08-23,18635004,231238870,2021-10-03,14,2
Catherine,Clark,martinjeffery@example.com,4178107438,1994-11-11,2709250,15810261,2023-05-02,21,1
Christina,Lambert,kristine52@example.org,7287438210,1992-08-27,9916150,148642678,2026-01-23,17,2
Matthew,Roth,vickiesweeney@example.org,0374903278,1993-12-01,4329581,43769059,2020-11-10,17,4
Laura,Barnes,shauncole@example.org,8466643498,1996-09-08,6175291,70593243,2019-11-05,19,2
John,Townsend,blake93@example.org,2075568123,1960-02-01,5731491,33521687,2026-04-20,18,4
Christine,Thompson,jbennett@example.net,0639595204,1991-08-06,9133155,19566652,2025-12-24,13,3
Timothy,Sullivan,jeremycarter@example.org,5716053240,1990-09-12,8241046,82515486,2020-06-15,17,4
Thomas,Taylor,chavezhannah@example.net,2792456263,1980-08-27,21955940,178747802,2025-07-30,20,1
Justin,Robinson,rferguson@example.net,5786962014,1964-07-22,10983671,155548752,2023-10-22,20,3
David,Brown,jamiegray@example.org,7399026041,1972-10-28,3558979,50060884,2021-06-17,21,4
Tracy,Carpenter,lisa86@example.org,5520390330,1980-05-04,16931203,40798532,2022-08-24,14,2
David,Poole,sara49@example.org,1167702244,1961-02-14,6459870,45423355,2021-07-05,15,2
Charles,Gonzales,michellehumphrey@example.com,9831758331,1970-07-15,8842215,52139799,2023-03-21,13,2
Terri,Carrillo,uvilla@example.net,8078510749,1978-07-03,2482920,22076332,2021-05-10,15,2
Heather,Vasquez,stevegutierrez@example.org,2894712130,1991-06-17,19576355,113311627,2022-03-08,17,4
Timothy,Reese,davissabrina@example.com,8299015115,1968-02-18,12511817,63447228,2023-10-20,20,4
Steven,Foley,ericahamilton@example.org,2354182522,1971-11-09,10995360,172593472,2022-12-10,20,1
Julie,Walker,andrewsanders@example.net,1423903393,1990-07-08,6815753,16068984,2025-07-17,12,1
Rachel,Newman,kristina23@example.net,0420813761,1974-02-14,12864951,27443037,2019-11-05,12,3
Steven,Greene,gboyd@example.net,2528861707,1988-01-21,24345451,342691002,2022-12-06,13,2
